LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,MasVnrType,ExterQual,BsmtQual,KitchenQual,GarageFinish,SalePrice
6600,5,1982,2003,0.0,816,816,816,0,816,1,4,0,1985.0,2,816,0,0,138000,None,TA,TA,TA,Fin,138000
4435,6,2003,2003,170.0,685,848,848,0,848,1,4,0,2003.0,2,420,140,0,140000,BrkFace,Gd,Gd,Gd,Fin,140000
7990,5,1975,1975,0.0,0,924,924,0,924,1,5,0,1981.0,1,280,0,0,110000,None,TA,Gd,TA,Unf,110000
11302,8,2005,2006,238.0,1422,1814,1826,0,1826,2,7,1,2005.0,3,758,180,75,319000,BrkFace,Gd,Gd,Gd,Fin,319000
3600,6,1910,1993,0.0,0,684,684,684,1368,1,7,0,1930.0,1,216,0,158,114504,None,TA,TA,TA,Unf,114504
3922,7,2006,2007,72.0,0,1258,1402,0,1402,0,7,1,2006.0,3,648,120,16,194201,BrkFace,Gd,Ex,Gd,Fin,194201
12984,5,1977,1977,459.0,1283,1430,1647,0,1647,2,7,1,1977.0,2,621,0,0,217500,BrkFace,TA,Gd,Gd,Fin,217500
1950,6,1980,1980,0.0,81,716,716,840,1556,2,6,1,1980.0,2,452,161,0,151000,None,TA,Gd,TA,Fin,151000
10927,8,2005,2005,280.0,546,1058,1058,846,1904,2,8,1,2003.0,2,736,179,60,275000,BrkFace,Gd,Gd,Ex,Fin,275000
9000,6,1937,1950,0.0,0,780,780,595,1375,1,6,1,1979.0,1,544,0,162,141000,None,TA,TA,Gd,Unf,141000
10041,8,1992,1992,0.0,789,908,927,988,1915,2,8,1,1992.0,2,506,120,150,220000,None,Gd,Gd,Gd,Fin,220000
3182,7,2004,2005,0.0,0,600,600,600,1200,2,4,0,2004.0,2,480,0,172,151000,None,Gd,Gd,Gd,RFn,151000
12803,7,2002,2002,99.0,922,1494,1494,0,1494,2,6,1,2002.0,2,530,192,36,221000,BrkFace,Gd,Gd,Gd,RFn,221000
13600,7,1965,1990,176.0,454,768,1186,800,1986,2,7,3,1965.0,2,486,0,42,205000,BrkFace,TA,TA,TA,Unf,205000
12464,5,1996,1996,0.0,732,1040,1040,0,1040,1,6,0,2000.0,2,576,168,0,152000,None,TA,Gd,Gd,Unf,152000
7800,5,1948,2002,0.0,603,896,1112,896,2008,3,8,0,1948.0,1,230,103,0,225000,None,TA,TA,Ex,Unf,225000
12168,8,1934,1998,0.0,428,965,1940,1254,3194,2,10,2,1934.0,2,380,0,0,359100,None,TA,Gd,TA,Unf,359100
7943,4,1961,1961,192.0,903,1029,1029,0,1029,1,5,0,1961.0,1,261,64,0,118500,BrkCmn,TA,TA,TA,Unf,118500
11050,9,2000,2000,204.0,904,1440,1476,677,2153,2,8,2,2000.0,3,736,253,142,313000,BrkFace,Gd,Ex,Ex,Fin,313000
10395,6,1978,1978,233.0,605,1032,1032,0,1032,2,6,1,1978.0,2,564,0,0,148000,BrkFace,TA,Gd,TA,Unf,148000
11885,8,2001,2001,108.0,990,1299,1299,573,1872,2,7,1,2001.0,2,531,160,122,261500,BrkFace,Gd,Gd,Ex,RFn,261500
8402,5,2007,2007,0.0,206,1120,1120,0,1120,1,6,0,,0,0,0,30,147000,None,TA,Gd,TA,,147000
1491,4,1972,1972,0.0,150,630,630,0,630,1,3,0,,0,0,96,24,75500,None,TA,Gd,TA,,75500
8800,6,1963,1963,156.0,763,936,1054,0,1054,1,6,0,1963.0,2,480,120,0,137500,BrkFace,TA,TA,Gd,RFn,137500
7861,6,2002,2003,0.0,457,783,807,702,1509,2,7,1,2002.0,2,393,100,75,183200,None,Gd,Gd,Gd,Fin,183200
7227,6,1954,1954,0.0,0,832,832,0,832,1,4,0,1962.0,2,528,0,0,105500,None,TA,TA,Gd,Unf,105500
11694,9,2007,2007,452.0,48,1822,1828,0,1828,2,9,1,2007.0,3,774,0,108,314813,BrkFace,Ex,Ex,Gd,Unf,314813
12244,8,2003,2003,226.0,871,1482,1482,780,2262,2,10,2,2003.0,3,749,168,0,305000,Stone,Gd,Gd,Gd,Fin,305000
8248,3,1914,1950,0.0,41,864,864,0,864,1,5,0,,0,0,0,0,67000,None,TA,TA,TA,,67000
10800,6,1974,1997,0.0,956,1522,1548,1066,2614,2,9,1,1974.0,2,624,38,243,240000,None,TA,TA,TA,RFn,240000
7064,5,1977,1977,153.0,560,980,980,0,980,1,6,0,1986.0,2,484,192,0,135000,BrkFace,TA,TA,TA,Unf,135000
2117,6,2000,2000,513.0,420,756,756,756,1512,2,4,1,2000.0,2,440,0,32,168500,BrkFace,Gd,Gd,Gd,Unf,168500
10400,6,1972,1972,288.0,247,732,1012,778,1790,1,8,1,1972.0,2,484,148,0,165150,None,TA,TA,TA,RFn,165150
10000,6,1962,1962,261.0,0,1116,1116,0,1116,1,5,0,1962.0,2,440,0,0,160000,BrkFace,TA,TA,TA,Unf,160000
12342,5,1960,1978,0.0,0,978,1422,0,1422,1,6,1,1960.0,1,286,0,0,139900,None,TA,TA,TA,RFn,139900
9600,6,1955,1972,164.0,674,1156,1520,0,1520,1,7,2,1955.0,1,364,0,0,153000,BrkFace,TA,TA,TA,RFn,153000
11606,5,1969,1969,192.0,650,1040,1040,1040,2080,1,9,2,1969.0,2,504,335,0,135000,BrkFace,TA,Gd,Fa,Unf,135000
9020,6,1964,1964,259.0,624,1248,1350,0,1350,1,6,0,1964.0,2,520,176,0,168500,BrkFace,TA,TA,TA,RFn,168500
9000,5,1880,1991,0.0,0,636,1089,661,1750,1,8,0,1937.0,1,240,0,0,124000,None,TA,Fa,Ex,Unf,124000
4590,8,2006,2006,108.0,24,1554,1554,0,1554,2,6,1,2006.0,2,627,156,73,209500,Stone,Gd,Gd,Gd,RFn,209500
11900,7,1977,1977,209.0,822,1386,1411,0,1411,2,6,1,1977.0,2,544,192,0,82500,BrkFace,TA,TA,TA,Fin,82500
9250,5,1954,2005,0.0,480,1056,1056,0,1056,1,6,0,1954.0,1,260,390,0,139400,None,TA,TA,TA,Unf,139400
6979,6,1980,1980,0.0,1056,1056,1056,0,1056,0,4,0,1980.0,2,576,264,56,144000,None,TA,TA,TA,Unf,144000
10896,6,1914,1995,0.0,256,1440,1440,1440,3395,2,14,0,,0,0,0,110,200000,None,Fa,TA,Fa,,200000
6120,2,1936,1950,0.0,0,264,800,0,800,1,4,1,,0,0,0,0,60000,None,Fa,TA,Fa,,60000
6000,5,1954,1954,0.0,0,811,811,576,1387,2,7,0,1954.0,1,256,0,0,93000,None,TA,TA,Gd,Unf,93000
8777,5,1910,1950,0.0,0,796,796,0,796,1,4,0,,0,0,328,0,85000,None,TA,Fa,TA,,85000
3982,8,2006,2006,0.0,1154,1520,1567,0,1567,2,7,1,2006.0,3,648,312,0,264561,None,Gd,Gd,Ex,Fin,264561
12677,8,2003,2004,472.0,1218,1518,1518,0,1518,1,6,1,2003.0,2,588,185,140,274000,BrkFace,Ex,Ex,Ex,RFn,274000
7050,7,2001,2001,0.0,738,1057,1057,872,1929,2,7,1,2001.0,2,650,0,235,226000,None,Gd,Gd,Gd,Fin,226000
13860,8,1972,1995,0.0,1410,1952,2000,704,2704,2,9,3,1972.0,2,538,269,111,345000,None,Gd,Gd,Ex,Fin,345000
10793,5,1969,1969,263.0,493,780,780,840,1620,2,7,0,1969.0,2,462,208,0,152000,BrkFace,TA,TA,TA,Fin,152000
9187,9,2009,2009,162.0,1121,1766,1766,0,1766,2,7,1,2009.0,3,478,195,130,370878,Stone,Ex,Ex,Ex,Fin,370878
10530,6,1971,1971,0.0,282,981,981,0,981,1,5,0,1979.0,2,576,0,312,143250,None,TA,TA,TA,Unf,143250
7200,5,1950,1950,0.0,0,0,1048,0,1048,1,7,0,1950.0,2,420,0,27,98300,None,TA,,TA,Unf,98300
10452,6,1953,1953,216.0,500,1094,1094,0,1094,1,5,2,1953.0,2,495,0,0,155000,Stone,TA,TA,TA,RFn,155000
7700,6,1966,1966,351.0,0,756,1051,788,1839,1,7,1,1966.0,2,442,0,124,155000,BrkFace,TA,TA,TA,Unf,155000
1936,4,1970,1970,0.0,131,630,630,0,630,1,3,0,,0,0,0,0,84500,None,TA,Gd,TA,,84500
8125,7,2007,2007,0.0,0,813,822,843,1665,2,7,0,2007.0,2,562,0,0,205950,None,Gd,Gd,Gd,RFn,205950
9084,4,1940,1950,0.0,0,755,755,755,1510,1,7,1,1940.0,1,296,120,0,108000,None,TA,TA,TA,Unf,108000
8750,7,1996,1996,0.0,0,880,909,807,1716,2,7,1,1996.0,2,512,0,120,191000,None,Gd,Gd,Gd,RFn,191000
10320,6,1906,1995,0.0,0,756,756,713,1469,1,7,0,1906.0,1,216,57,0,135000,None,TA,TA,TA,Unf,135000
10437,8,1995,1995,660.0,1696,2109,2113,0,2113,2,7,1,1995.0,3,839,236,46,350000,BrkFace,Gd,Gd,Gd,Fin,350000
1680,6,1971,1971,381.0,0,525,525,567,1092,1,6,0,1971.0,1,264,0,0,88000,BrkFace,TA,TA,TA,Unf,88000
10007,5,1959,2006,54.0,806,1053,1053,0,1053,1,5,0,1959.0,1,312,0,0,145500,BrkFace,Gd,TA,Gd,RFn,145500
7200,7,1931,2000,0.0,0,776,851,651,1502,1,6,1,1931.0,1,270,0,0,149000,None,TA,Gd,TA,RFn,149000
17503,6,1948,1950,0.0,0,912,912,546,1458,1,6,1,1948.0,1,330,192,0,97500,None,TA,TA,TA,Unf,97500
9937,5,1964,1999,0.0,637,1486,1486,0,1486,1,7,0,1968.0,2,480,0,0,167000,None,TA,TA,TA,Fin,167000
12384,7,1976,1976,233.0,0,793,1142,793,1935,2,7,1,1976.0,2,550,0,113,197900,BrkFace,TA,Gd,TA,RFn,197900
46589,8,1994,2005,528.0,1361,1629,1686,762,2448,2,8,1,1994.0,3,711,517,76,402000,BrkFace,Gd,Gd,Gd,RFn,402000
13560,6,1968,1968,216.0,0,1392,1392,0,1392,1,5,2,1968.0,2,576,0,0,110000,BrkFace,TA,Fa,TA,RFn,110000
10012,4,1972,1972,0.0,920,1138,1181,0,1181,2,6,0,1974.0,2,588,0,0,137500,None,TA,Gd,TA,RFn,137500
20896,8,2005,2006,0.0,1721,2077,2097,0,2097,1,8,1,2005.0,3,1134,192,267,423000,None,Gd,Ex,Ex,Fin,423000
11194,8,2000,2000,40.0,0,1406,1454,482,1936,2,7,1,2000.0,2,504,188,124,230500,BrkFace,Gd,Gd,Gd,RFn,230500
18450,6,1965,1979,113.0,187,1021,1465,915,2380,2,7,1,1965.0,2,596,0,265,129000,BrkCmn,TA,Gd,TA,Unf,129000
8125,6,1994,1998,258.0,1138,1408,1679,0,1679,2,7,1,1994.0,2,575,224,42,193500,BrkFace,TA,Gd,Gd,RFn,193500
14175,5,1956,1987,0.0,988,1188,1437,0,1437,1,6,1,1999.0,2,576,304,0,168000,None,TA,TA,TA,Unf,168000
11600,4,1922,1950,0.0,0,700,1180,0,1180,1,5,1,1922.0,1,252,0,0,137500,None,TA,Fa,Fa,Unf,137500
8633,6,2005,2005,0.0,193,738,738,738,1476,2,7,0,2005.0,2,540,100,35,173500,None,Gd,Gd,Gd,Fin,173500
6629,6,1925,1950,0.0,551,672,697,672,1369,2,6,0,1930.0,1,300,147,0,103600,None,TA,TA,TA,Unf,103600
11250,6,1977,1977,0.0,767,1208,1208,0,1208,1,6,1,1977.0,2,546,198,42,165000,None,Gd,Gd,TA,RFn,165000
14442,6,1957,2004,106.0,1186,1477,1839,0,1839,2,7,2,1957.0,2,416,0,87,257500,BrkFace,TA,TA,Gd,Fin,257500
9200,6,1965,1965,0.0,892,1136,1136,0,1136,1,5,1,1965.0,1,384,426,0,140000,None,TA,TA,TA,RFn,140000
2289,6,1978,1978,0.0,311,855,855,586,1441,2,7,1,1978.0,2,440,28,0,148500,None,TA,TA,TA,Unf,148500
9600,4,1900,1950,0.0,0,1095,1095,679,1774,2,8,0,1920.0,3,779,0,0,87000,None,TA,TA,TA,Unf,87000
9022,5,1924,2006,0.0,0,768,792,0,792,1,5,0,1924.0,1,240,316,0,109500,None,Gd,TA,Gd,Unf,109500
11844,8,2008,2008,464.0,0,2046,2046,0,2046,2,7,1,2008.0,3,834,322,82,372500,Stone,Gd,Ex,Gd,Fin,372500
9945,5,1961,1961,57.0,827,988,988,0,988,1,5,0,1963.0,2,572,0,0,128500,BrkFace,TA,TA,TA,Unf,128500
8012,6,1980,1980,0.0,543,923,923,0,923,2,5,1,1980.0,1,264,80,0,143000,None,TA,Gd,TA,RFn,143000
4500,5,1932,2000,0.0,182,793,848,672,1520,1,6,0,1968.0,1,281,0,0,159434,None,TA,TA,TA,Unf,159434
2887,6,1996,1997,0.0,1003,1291,1291,0,1291,1,6,1,1996.0,2,431,307,0,173000,None,TA,Gd,Gd,Unf,173000
11248,9,2002,2002,215.0,1059,1626,1668,0,1668,2,7,1,2002.0,3,702,257,45,285000,Stone,Gd,Gd,Gd,Fin,285000
16770,7,1998,1998,30.0,0,1195,1195,644,1839,2,7,0,1998.0,2,486,0,81,221000,BrkFace,Gd,Gd,TA,Fin,221000
5062,7,1984,1984,0.0,828,1190,1190,900,2090,2,6,1,1984.0,2,577,219,0,207500,None,Gd,Gd,Gd,Fin,207500
10207,7,2007,2007,0.0,0,874,874,887,1761,3,7,0,2007.0,2,578,144,105,227875,None,Gd,Gd,Gd,Fin,227875
5105,7,2004,2004,0.0,239,551,551,551,1102,2,4,0,2004.0,2,480,0,60,148800,None,Gd,Gd,Gd,Unf,148800
8089,8,2007,2007,0.0,945,1419,1419,0,1419,2,7,1,2007.0,2,567,140,0,392000,BrkFace,Gd,Gd,Gd,RFn,392000
7577,6,2005,2006,256.0,20,1362,1362,0,1362,2,6,1,2005.0,2,460,192,28,194700,Stone,Gd,Gd,Gd,RFn,194700
4426,6,2004,2004,147.0,697,848,848,0,848,1,3,1,2004.0,2,420,149,0,141000,BrkFace,Gd,Gd,Gd,RFn,141000
21535,10,1994,1995,1170.0,1455,2444,2444,1872,4316,3,10,2,1994.0,3,832,382,50,755000,BrkFace,Ex,Ex,Ex,Fin,755000
26178,7,1989,1990,293.0,965,1210,1238,1281,2519,2,9,2,1989.0,2,628,320,27,335000,BrkFace,Gd,Gd,Gd,RFn,335000
5400,5,1921,1968,0.0,0,1073,1073,0,1073,1,4,0,1968.0,1,326,0,0,108480,None,TA,TA,TA,Unf,108480
6120,5,1936,1950,0.0,0,927,1067,472,1539,1,5,0,1995.0,2,576,112,0,141500,None,TA,TA,TA,Unf,141500
13811,6,1987,1987,72.0,980,1112,1137,0,1137,2,5,1,1987.0,2,551,125,0,176000,BrkFace,TA,Gd,Gd,Unf,176000
6000,5,1921,1950,0.0,616,616,616,0,616,1,4,0,1921.0,1,205,0,0,89000,None,TA,TA,TA,Unf,89000
6420,5,1952,1952,0.0,210,980,1148,0,1148,1,6,0,1952.0,1,308,0,0,123500,None,TA,Ex,TA,Unf,123500
8450,5,1965,2009,0.0,553,894,894,0,894,1,5,1,1973.0,1,336,416,144,138500,None,TA,TA,TA,Unf,138500
4282,7,2004,2004,0.0,16,1391,1391,0,1391,2,5,0,2004.0,2,530,156,158,196000,None,Gd,Gd,Gd,RFn,196000
14331,8,2002,2002,630.0,1274,1800,1800,0,1800,2,7,1,2002.0,3,765,270,78,312500,BrkFace,Gd,Ex,Gd,Fin,312500
9600,7,1969,1969,168.0,0,1164,1164,0,1164,1,6,0,1969.0,2,528,0,0,140000,BrkFace,TA,TA,TA,Unf,140000
12438,8,2006,2006,466.0,0,1234,1264,1312,2576,2,10,1,2006.0,3,666,324,100,361919,BrkFace,Ex,Ex,Ex,Fin,361919
7630,5,1900,1996,0.0,0,360,1032,780,1812,2,8,1,1999.0,2,672,344,0,140000,None,TA,Gd,Gd,Unf,140000
8400,7,2004,2005,109.0,712,1473,1484,0,1484,2,7,0,2004.0,2,606,0,35,213000,BrkFace,Gd,Gd,Gd,RFn,213000
5600,4,1930,1950,0.0,0,0,372,720,1092,2,7,0,,0,0,0,0,55000,None,Fa,,Fa,,55000
115149,7,1971,2002,351.0,1219,1643,1824,0,1824,2,5,2,1971.0,2,739,380,48,302000,Stone,TA,Gd,Gd,Unf,302000
6240,8,2006,2006,176.0,863,1324,1324,0,1324,2,6,1,2006.0,2,550,192,38,254000,BrkFace,Gd,Gd,Gd,Fin,254000
9018,7,2007,2007,0.0,0,728,728,728,1456,2,8,1,2007.0,2,400,100,24,179540,None,Gd,Gd,Gd,Fin,179540
7162,5,1966,1966,41.0,0,876,904,0,904,1,6,0,1966.0,1,408,0,0,109900,BrkCmn,TA,TA,TA,Unf,109900
4130,3,1935,2003,0.0,0,270,729,0,729,1,5,0,,0,0,0,0,52000,None,Gd,TA,TA,,52000
8712,4,1900,1950,0.0,0,859,859,319,1178,1,7,0,1964.0,1,384,68,0,102776,None,TA,TA,TA,RFn,102776
4671,8,1988,1989,0.0,767,1228,1228,0,1228,2,5,1,1988.0,2,472,168,120,189000,None,Gd,Gd,Gd,Fin,189000
9873,4,1970,1970,160.0,789,960,960,0,960,1,6,0,1970.0,2,576,0,288,129000,BrkFace,TA,TA,TA,Unf,129000
13517,6,1976,2005,289.0,533,725,725,754,1479,2,6,0,1976.0,2,475,0,44,130500,BrkFace,Gd,TA,Gd,RFn,130500
10140,6,1974,1974,174.0,0,1064,1350,0,1350,2,7,1,1974.0,2,478,0,0,165000,BrkFace,TA,Gd,TA,RFn,165000
10800,7,1890,1998,0.0,0,718,1576,978,2554,1,8,0,1996.0,2,704,0,48,159500,None,TA,TA,TA,Unf,159500
10000,5,1973,2000,0.0,1084,1176,1178,0,1178,1,5,1,1973.0,2,439,224,0,157000,None,TA,Gd,Gd,Unf,157000
10542,7,1993,1994,651.0,1173,1311,1325,1093,2418,2,9,1,1993.0,3,983,250,154,341000,BrkFace,Gd,Gd,Gd,RFn,341000
9920,5,1969,1969,0.0,523,971,971,0,971,1,5,1,1969.0,1,300,0,0,128500,None,TA,Gd,TA,Unf,128500
6563,8,1985,1985,0.0,1148,1742,1742,0,1742,2,5,1,1985.0,2,564,114,28,275000,None,Gd,Gd,Gd,RFn,275000
4426,6,2004,2004,169.0,662,848,848,0,848,1,3,0,2004.0,2,420,160,0,143000,BrkFace,Gd,Gd,Gd,RFn,143000
8120,4,1970,1970,0.0,191,864,864,0,864,1,5,0,1994.0,2,463,0,0,124500,None,TA,TA,TA,Unf,124500
8172,4,1954,1972,0.0,0,941,997,473,1470,2,7,0,1958.0,1,548,0,0,135000,None,TA,TA,TA,Unf,135000
13286,9,2007,2008,340.0,1234,1698,1698,0,1698,2,8,1,2007.0,3,768,327,64,320000,Stone,Ex,Ex,Ex,Fin,320000
6960,4,1970,1970,0.0,375,864,864,0,864,1,5,0,1989.0,2,660,96,0,120500,None,TA,TA,Gd,Unf,120500
21695,6,1988,2007,260.0,808,880,1680,0,1680,2,5,1,1988.0,2,540,292,44,222000,BrkFace,Gd,Gd,Gd,Fin,222000
7314,7,2007,2007,82.0,724,1232,1232,0,1232,2,6,0,2007.0,2,632,132,0,194500,Stone,Gd,Gd,Gd,RFn,194500
11475,5,1958,1958,95.0,0,1584,1776,0,1776,2,9,0,1968.0,3,888,0,25,110000,BrkFace,TA,TA,TA,Unf,110000
6240,4,1925,1950,0.0,152,780,848,0,1208,1,5,0,1962.0,2,539,0,23,103000,None,TA,TA,TA,Unf,103000
5389,8,1995,1996,0.0,1180,1595,1616,0,1616,2,5,1,1995.0,2,608,237,152,236500,None,Gd,Gd,Gd,RFn,236500
9590,7,2003,2003,442.0,786,868,1146,0,1146,2,6,1,2003.0,2,438,160,22,187500,BrkFace,Gd,Ex,Gd,Fin,187500
11404,7,1998,1999,202.0,252,1153,1153,878,2031,2,8,1,1998.0,2,541,192,84,222500,BrkFace,Gd,Gd,Gd,Fin,222500
10000,5,1961,1983,0.0,594,864,1144,0,1144,1,6,1,1961.0,1,264,165,0,131400,None,TA,TA,TA,RFn,131400
8978,5,1968,1968,0.0,0,948,948,0,948,1,6,0,1968.0,1,300,147,0,108000,None,TA,TA,TA,Unf,108000
10800,7,1914,1970,0.0,390,880,880,888,1768,1,6,2,1914.0,2,320,0,341,163000,None,TA,Gd,TA,Unf,163000
8544,3,1950,1950,0.0,0,0,1040,0,1040,2,6,0,1949.0,2,400,0,0,93500,None,TA,,TA,Unf,93500
10463,8,2005,2005,0.0,0,893,901,900,1801,2,8,1,2005.0,3,800,0,116,239900,None,Gd,Gd,Gd,Fin,239900
10800,5,1987,1988,0.0,1200,1200,1200,0,1200,3,5,0,,0,0,120,0,179000,None,TA,Gd,TA,,179000
9313,7,2004,2004,0.0,0,864,864,864,1728,2,7,0,2004.0,2,572,187,56,190000,None,Gd,Gd,Gd,RFn,190000
9600,5,1910,2002,0.0,0,264,768,664,1432,2,7,0,1910.0,2,360,270,0,132000,None,TA,Fa,TA,Unf,132000
6768,6,1961,1996,0.0,832,912,912,0,912,1,5,0,1962.0,1,288,168,0,142000,None,TA,TA,Gd,Unf,142000
8450,7,2000,2001,108.0,0,1349,1349,0,1349,2,6,0,2000.0,2,539,120,55,179000,BrkFace,TA,Gd,TA,Unf,179000
12886,5,1963,1999,0.0,444,520,1464,0,1464,2,6,1,1997.0,2,480,302,0,175000,None,TA,Gd,TA,RFn,175000
5395,8,1993,1993,0.0,733,1337,1337,0,1337,2,5,1,1993.0,2,462,96,0,180000,None,Gd,Gd,Gd,RFn,180000
8963,8,1976,1996,289.0,575,1142,1175,1540,2715,3,11,2,1994.0,2,831,0,204,299800,BrkFace,Ex,TA,Gd,Fin,299800
8795,7,2000,2000,0.0,300,952,980,1276,2256,2,8,1,2000.0,2,554,224,54,236000,None,Gd,Gd,Gd,Fin,236000
11700,7,1880,2003,0.0,0,1240,1320,1320,2640,1,8,1,1950.0,4,864,181,0,265979,None,Gd,TA,Gd,Unf,265979
10593,7,1996,1996,338.0,919,1720,1720,0,1720,2,7,1,1996.0,2,527,240,56,260400,BrkFace,Gd,Gd,Gd,Fin,260400
8405,4,1945,1950,0.0,0,0,1088,441,1529,2,9,0,1945.0,1,240,92,0,98000,None,TA,,TA,Unf,98000
8800,4,1910,2004,0.0,0,576,792,348,1140,1,7,0,,0,0,0,160,96500,None,TA,TA,TA,,96500
7750,7,2003,2003,0.0,0,660,660,660,1320,2,6,0,2003.0,2,400,0,48,162000,None,Gd,Gd,Gd,Fin,162000
9236,6,1997,1997,0.0,1200,1479,1494,0,1494,2,6,0,1997.0,2,576,168,27,217000,None,TA,Gd,Gd,RFn,217000
10240,8,2005,2005,178.0,0,1030,1038,1060,2098,2,8,1,2005.0,3,878,192,52,275500,BrkFace,Gd,Gd,Ex,RFn,275500
7930,6,1969,2005,0.0,439,1026,1026,0,1026,1,5,0,1969.0,2,440,171,48,156000,None,TA,TA,Gd,RFn,156000
3230,6,1999,1999,894.0,381,729,742,729,1471,2,6,0,1999.0,2,440,0,24,172500,BrkFace,TA,Gd,TA,Unf,172500
10769,8,2007,2007,0.0,20,866,866,902,1768,2,7,0,2007.0,2,578,144,105,212000,None,Gd,Gd,Gd,RFn,212000
11616,6,1978,1978,328.0,438,672,672,714,1386,2,6,1,1978.0,2,440,335,0,158900,BrkCmn,TA,TA,TA,Fin,158900
2280,7,1999,1999,360.0,549,744,757,744,1501,2,6,0,1999.0,2,440,0,0,179400,BrkFace,TA,Gd,TA,Unf,179400
12257,8,1995,1995,513.0,56,1318,1328,1203,2531,2,9,1,1995.0,3,752,222,98,290000,BrkFace,Gd,Gd,Gd,RFn,290000
9100,6,1959,1959,0.0,612,864,864,0,864,1,5,0,2008.0,1,300,0,0,127500,None,TA,TA,TA,Unf,127500
6911,5,1924,1950,0.0,405,1145,1301,0,1301,1,5,0,1965.0,2,440,0,0,100000,None,TA,TA,Fa,Unf,100000
8640,7,2009,2009,0.0,24,756,764,783,1547,2,7,0,2009.0,2,614,169,45,215200,None,TA,Gd,Gd,Unf,215200
9430,8,1999,1999,673.0,1163,1252,1268,1097,2365,2,8,1,1999.0,3,856,0,128,337000,BrkFace,Gd,Gd,Gd,RFn,337000
9549,8,1995,1996,0.0,437,1494,1494,0,1494,1,6,1,1995.0,2,481,0,30,270000,None,Gd,Gd,Ex,Fin,270000
14587,9,2008,2008,284.0,0,1498,1506,0,1506,2,6,1,2008.0,2,592,0,174,264132,Stone,Gd,Gd,Ex,Fin,264132
10421,7,1988,1988,42.0,394,980,980,734,1714,2,7,1,1988.0,2,496,228,66,196500,BrkFace,TA,Gd,TA,Unf,196500
12508,6,1940,1985,0.0,660,983,983,767,1750,2,7,0,1989.0,1,423,245,0,160000,None,TA,Gd,TA,Unf,160000
9100,7,2004,2005,0.0,24,1860,1836,0,1836,2,8,1,2004.0,2,484,120,33,216837,None,Gd,Gd,Gd,Fin,216837
53504,8,2003,2003,603.0,1416,1650,1690,1589,3279,3,12,1,2003.0,3,841,503,36,538000,BrkFace,Ex,Gd,Ex,Fin,538000
7252,5,1982,1982,0.0,685,858,858,0,858,1,5,0,1983.0,2,576,120,0,134900,None,TA,Gd,TA,Unf,134900
8877,4,1951,1951,0.0,836,836,1220,0,1220,1,6,0,1951.0,2,396,0,0,102000,None,TA,Fa,TA,Unf,102000
7819,6,1976,1976,0.0,422,1029,1117,0,1117,1,6,1,1976.0,2,672,144,0,107000,None,TA,TA,TA,Unf,107000
10150,5,1958,1958,1.0,456,912,912,0,912,1,5,0,1958.0,1,275,0,0,114500,None,TA,TA,TA,RFn,114500
14226,8,2006,2006,375.0,0,1935,1973,0,1973,2,9,1,2006.0,3,895,315,45,395000,BrkFace,Gd,Gd,Gd,Fin,395000
4500,6,1998,1998,320.0,866,1204,1204,0,1204,2,5,0,1998.0,2,412,0,247,162000,BrkFace,TA,Ex,TA,Fin,162000
11210,7,2005,2006,240.0,20,1614,1614,0,1614,2,7,0,2005.0,3,865,144,59,221500,BrkFace,Gd,Gd,Gd,RFn,221500
13350,5,1974,1974,0.0,762,864,894,0,894,1,5,1,1974.0,2,440,241,0,142500,None,TA,TA,TA,Unf,142500
8400,5,1977,1977,320.0,0,0,2020,0,2020,2,10,2,1977.0,2,630,0,0,144000,BrkFace,TA,,TA,Unf,144000
10530,6,1977,1977,90.0,975,975,1004,0,1004,1,4,0,1977.0,2,504,0,0,135000,BrkFace,TA,Gd,TA,Unf,135000
7875,7,1995,1996,38.0,0,1237,1253,0,1253,2,6,1,1995.0,2,402,220,21,176000,BrkFace,TA,Gd,TA,Fin,176000
7153,6,1992,1992,0.0,387,761,810,793,1603,2,7,0,1992.0,2,484,0,124,175900,None,Gd,Gd,Gd,RFn,175900
16285,7,2001,2002,0.0,0,1413,1430,0,1430,2,6,0,2001.0,2,605,0,33,187100,None,Gd,Gd,Gd,RFn,187100
9101,5,1978,1978,104.0,1097,1097,1110,0,1110,1,4,1,1978.0,2,602,303,30,165500,BrkFace,TA,Gd,Gd,Fin,165500
6300,6,1914,2001,0.0,0,742,742,742,1484,2,9,1,,0,0,0,291,128000,None,TA,TA,TA,,128000
9790,6,1967,1967,0.0,251,1372,1342,0,1342,2,7,1,1967.0,2,457,0,0,161500,None,TA,TA,TA,Unf,161500
10800,5,1915,1950,0.0,686,686,966,686,1652,2,7,0,1961.0,1,416,0,0,139000,None,TA,Fa,TA,Unf,139000
10142,7,2004,2004,0.0,656,956,956,1128,2084,2,8,0,2004.0,2,618,0,45,233000,None,Gd,Gd,Gd,RFn,233000
6000,4,1954,2000,0.0,0,901,901,0,901,1,4,0,1954.0,1,281,0,0,107900,None,TA,TA,TA,Unf,107900
