LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
24.0,2280,Reg,Inside,NPkVill,2Story,6,1978,1978,Plywood,Brk Cmn,None,0.0,TA,Gd,No,ALQ,311,544,855,Fa,855,601,1456,0,2,1,3,TA,7,1,Attchd,1978.0,Unf,2,440,26,0,0,146000
,14778,IR1,CulDSac,Crawfor,1Story,6,1954,2006,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,No,BLQ,728,568,1296,Ex,1640,0,1640,1,1,0,3,Gd,7,1,Detchd,1993.0,Unf,2,924,108,0,0,224000
109.0,8724,Reg,Inside,Sawyer,1Story,5,1968,1968,VinylSd,VinylSd,None,0.0,TA,Gd,No,BLQ,492,402,894,Gd,894,0,894,0,1,0,3,TA,5,1,Attchd,1968.0,Fin,2,450,0,0,0,129000
60.0,12900,Reg,Inside,Sawyer,SFoyer,4,1969,1969,Plywood,Plywood,None,0.0,TA,Gd,Av,GLQ,1198,0,1198,TA,1258,0,1258,2,0,2,0,TA,6,0,CarPort,1969.0,Unf,2,400,120,0,0,108959
,16157,IR1,FR2,Veenker,SLvl,5,1978,1978,Plywood,Plywood,None,0.0,TA,Gd,Gd,ALQ,680,289,1360,Ex,1432,0,1432,1,1,1,2,Gd,5,1,Attchd,1978.0,Unf,2,588,168,180,0,194000
79.0,9541,IR1,Inside,NridgHt,1Story,7,2009,2009,VinylSd,VinylSd,Stone,268.0,Gd,Gd,No,Unf,0,1502,1502,Ex,1502,0,1502,0,2,0,3,Gd,7,0,Attchd,2009.0,RFn,2,644,0,114,0,233170
64.0,10475,IR1,Corner,CollgCr,1Story,8,2008,2008,VinylSd,VinylSd,Stone,72.0,Gd,Gd,Av,Unf,0,1694,1694,Ex,1694,0,1694,0,2,0,3,Gd,7,0,Attchd,2008.0,RFn,3,776,160,33,0,245350
58.0,10852,IR1,Inside,Gilbert,2Story,6,2000,2000,VinylSd,VinylSd,None,0.0,TA,Gd,No,GLQ,786,173,959,Ex,959,712,1671,1,2,1,3,TA,7,1,Attchd,2000.0,Fin,2,472,0,38,0,173000
120.0,13728,Reg,Corner,Edwards,2Story,6,1935,1986,Stucco,Stucco,None,0.0,TA,TA,No,Rec,626,501,1127,Ex,1236,872,2108,0,2,0,4,Gd,7,2,Basment,1935.0,Unf,2,540,0,0,90,235000
118.0,35760,IR1,CulDSac,NoRidge,2Story,10,1995,1996,HdBoard,HdBoard,BrkFace,1378.0,Gd,Ex,Gd,GLQ,1387,543,1930,Ex,1831,1796,3627,1,3,1,4,Gd,10,1,Attchd,1995.0,Fin,3,807,361,76,0,625000
76.0,9880,Reg,Inside,Mitchel,SLvl,6,1977,1977,Plywood,Plywood,None,0.0,TA,TA,Av,ALQ,522,574,1096,TA,1118,0,1118,1,1,0,3,TA,6,1,Attchd,1977.0,Fin,1,358,203,0,0,171000
76.0,9120,Reg,Inside,NAmes,1Story,6,1958,1958,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,662,599,1261,Ex,1261,0,1261,1,1,0,3,TA,6,1,Attchd,1958.0,RFn,2,433,0,0,288,163000
35.0,4017,IR1,Inside,Somerst,2Story,7,2006,2007,MetalSd,MetalSd,None,0.0,Gd,Gd,No,Unf,0,625,625,Ex,625,625,1250,0,2,1,2,Gd,5,0,Detchd,2006.0,Fin,2,625,0,54,0,171900
138.0,18030,IR1,Inside,ClearCr,1.5Fin,5,1946,1994,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,152,977,1598,TA,1636,971,3086,0,3,0,3,Ex,12,1,,,,0,0,122,0,0,200500
80.0,16560,IR1,Inside,Crawfor,2Story,6,1932,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,No,Rec,503,449,952,TA,1170,1175,2345,0,2,1,4,TA,9,1,Detchd,1932.0,Unf,2,360,0,0,0,239000
85.0,10678,Reg,Inside,NoRidge,1.5Fin,8,1992,2000,HdBoard,HdBoard,BrkFace,337.0,Gd,Gd,No,GLQ,700,983,1683,Ex,2129,743,2872,0,2,1,4,Gd,9,1,Attchd,1992.0,Fin,2,541,0,33,0,285000
37.0,6951,IR1,CulDSac,Mitchel,1Story,5,1984,1985,HdBoard,Plywood,None,0.0,TA,TA,No,ALQ,658,218,876,TA,923,0,923,1,1,0,3,TA,5,0,Attchd,1984.0,Unf,1,264,362,0,0,119500
,3950,Reg,Inside,OldTown,1.5Fin,6,1926,2004,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,468,350,818,TA,818,406,1224,0,1,0,3,TA,5,0,Detchd,1926.0,Unf,1,210,0,0,0,115000
54.0,7681,IR1,FR2,Crawfor,1.5Fin,5,1921,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,731,731,Ex,820,523,1343,0,1,1,3,TA,7,1,Detchd,1921.0,Unf,1,186,192,0,0,154900
77.0,8335,Reg,Corner,Edwards,1Story,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,TA,,,,0,0,0,Gd,1124,0,1124,0,1,0,3,TA,5,1,,,,0,0,0,36,0,93000
,11170,IR2,Corner,Timber,2Story,7,1990,1991,MetalSd,MetalSd,None,0.0,TA,Gd,No,LwQ,1216,0,1216,Ex,1298,1216,2514,0,2,1,4,TA,8,0,Attchd,1990.0,Fin,2,693,0,0,0,250000
64.0,5587,IR1,Inside,Crawfor,1Story,8,2008,2008,CemntBd,CmentBd,Stone,186.0,Ex,Ex,Gd,GLQ,1480,120,1600,Ex,1652,0,1652,1,2,0,2,Gd,5,1,Attchd,2008.0,Fin,2,482,162,53,0,392500
160.0,15623,IR1,Corner,NoRidge,2Story,10,1996,1996,Wd Sdng,ImStucc,None,0.0,Gd,Ex,Av,GLQ,2096,300,2396,Ex,2411,2065,4476,1,3,1,4,Ex,10,2,Attchd,1996.0,Fin,3,813,171,78,0,745000
60.0,10800,Reg,Inside,OldTown,1Story,5,1920,1950,Stucco,Stucco,None,0.0,TA,TA,No,Rec,821,299,1120,Ex,1130,0,1130,1,1,0,2,TA,5,1,Detchd,1970.0,Unf,2,720,229,0,0,120000
50.0,35133,Reg,Inside,Timber,1Story,5,1963,1963,MetalSd,MetalSd,BrkFace,226.0,TA,TA,Gd,Rec,1159,413,1572,Gd,1572,0,1572,1,1,1,3,TA,5,2,2Types,1963.0,RFn,3,995,0,263,263,186700
60.0,9738,Reg,Inside,Edwards,1.5Fin,5,1924,1950,AsbShng,AsbShng,None,0.0,TA,TA,No,BLQ,392,392,784,Gd,949,272,1221,1,1,0,4,TA,7,0,Attchd,1965.0,Unf,1,392,0,0,0,104900
107.0,10615,IR1,Corner,OldTown,2Story,3,1900,1970,HdBoard,HdBoard,None,0.0,TA,Fa,Mn,BLQ,440,538,978,TA,1014,685,1699,1,2,0,3,TA,7,0,CarPort,1920.0,Unf,2,420,0,74,0,95000
89.0,12461,Reg,Corner,NoRidge,1Story,8,1994,1995,ImStucc,ImStucc,None,0.0,Gd,Gd,No,GLQ,1456,168,1624,Ex,1624,0,1624,1,2,0,2,Gd,5,1,Attchd,1994.0,RFn,3,757,0,114,0,262000
68.0,8935,IR1,Inside,CollgCr,2Story,7,2002,2002,VinylSd,VinylSd,BrkFace,95.0,Gd,Gd,No,Unf,0,831,831,Ex,831,829,1660,0,2,1,3,Gd,7,0,Attchd,2002.0,RFn,2,493,144,68,0,195000
60.0,7500,Reg,Inside,Gilbert,2Story,7,1999,1999,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,994,994,Gd,1028,776,1804,0,2,1,3,Gd,7,1,Attchd,1999.0,Fin,2,442,140,60,0,189000
,32463,Reg,Inside,Mitchel,1Story,4,1961,1975,MetalSd,MetalSd,Stone,149.0,TA,TA,Av,BLQ,1159,90,1249,Ex,1622,0,1622,1,1,0,3,TA,7,1,2Types,1975.0,Fin,4,1356,439,0,0,168000
24.0,2645,Reg,Inside,Somerst,2Story,8,1999,2000,MetalSd,MetalSd,BrkFace,456.0,Gd,Gd,No,Unf,0,776,776,Ex,764,677,1441,0,2,1,2,Gd,5,0,Detchd,1999.0,Unf,2,492,206,0,0,174000
60.0,9600,Reg,Inside,OldTown,1.5Fin,5,1925,1994,VinylSd,VinylSd,None,0.0,TA,TA,Mn,Unf,0,702,702,Gd,842,630,1472,0,1,0,3,Gd,6,0,Detchd,1925.0,Unf,1,250,0,0,0,125000
,4500,Reg,FR2,Mitchel,1Story,6,1999,1999,VinylSd,VinylSd,BrkFace,425.0,TA,Ex,No,GLQ,883,341,1224,Ex,1224,0,1224,1,2,0,2,TA,5,0,Attchd,1999.0,Fin,2,402,0,304,0,165000
80.0,9364,Reg,Corner,Sawyer,2Story,6,1969,1969,HdBoard,HdBoard,Stone,143.0,TA,TA,No,ALQ,371,292,663,TA,663,689,1352,0,1,1,4,TA,7,0,Attchd,1969.0,Fin,1,299,379,36,0,158000
51.0,8029,IR1,Inside,Gilbert,2Story,6,2005,2005,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,0,Attchd,2005.0,Fin,2,400,100,24,0,176000
58.0,14054,IR1,Inside,Gilbert,2Story,7,2006,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,Unf,0,879,879,Ex,879,984,1863,0,2,1,4,Gd,9,1,BuiltIn,2006.0,Fin,3,660,100,17,0,219210
65.0,8850,IR1,Corner,OldTown,2.5Unf,7,1916,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,815,815,Ex,815,875,1690,0,1,0,3,TA,7,1,Detchd,1916.0,Unf,1,225,0,0,0,144000
70.0,9100,Reg,Inside,CollgCr,1Story,7,2001,2001,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,1212,1212,Ex,1212,0,1212,0,2,0,3,Gd,6,0,Attchd,2001.0,RFn,2,573,356,0,0,178000
75.0,11235,Reg,Inside,Sawyer,1Story,4,1963,1979,HdBoard,HdBoard,BrkFace,51.0,TA,TA,No,Rec,547,504,1051,Gd,1382,0,1382,0,1,1,3,TA,6,1,Attchd,1974.0,Unf,2,459,0,82,0,148000
71.0,9353,Reg,Inside,NAmes,1Story,4,1970,1970,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,864,864,Gd,864,0,864,0,1,0,3,TA,5,0,Attchd,1972.0,Unf,1,280,0,0,0,116050
80.0,10400,Reg,Corner,CollgCr,2Story,7,1998,1998,VinylSd,VinylSd,None,0.0,TA,Gd,Av,Unf,0,866,866,Ex,866,913,1779,0,2,1,3,Gd,6,0,Attchd,1998.0,RFn,2,546,198,36,0,197900
50.0,6000,Reg,Corner,BrkSide,1.5Fin,5,1925,1997,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,884,884,Ex,884,464,1348,1,1,0,3,TA,5,1,Detchd,1960.0,Unf,1,216,0,0,0,117000
75.0,9750,Reg,Inside,CollgCr,1Story,7,2000,2001,VinylSd,VinylSd,BrkFace,171.0,Gd,Gd,No,Unf,0,1630,1630,Ex,1630,0,1630,0,2,0,3,Gd,6,1,Attchd,2000.0,Unf,2,451,74,234,0,213000
78.0,10140,Reg,Inside,NWAmes,1Story,5,1975,1975,HdBoard,HdBoard,None,0.0,TA,Gd,No,ALQ,788,268,1056,Ex,1074,0,1074,1,1,1,3,TA,6,0,Attchd,1975.0,RFn,2,495,0,88,0,153500
90.0,14684,IR1,CulDSac,SawyerW,1Story,7,1990,1991,HdBoard,HdBoard,BrkFace,234.0,Gd,Gd,Mn,ALQ,485,1496,2158,Gd,2196,0,2196,0,2,0,3,Gd,7,1,Attchd,1990.0,RFn,3,701,84,70,0,271900
,8900,Reg,Inside,SawyerW,1Story,4,1966,1966,HdBoard,HdBoard,None,0.0,TA,TA,No,Rec,1056,0,1056,TA,1056,0,1056,1,1,0,2,TA,5,0,Detchd,1966.0,Unf,1,384,0,42,0,107000
70.0,9135,Reg,Inside,CollgCr,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,120.0,Gd,Gd,Av,GLQ,340,1342,1682,Ex,1700,0,1700,1,2,0,3,Gd,7,0,Attchd,2003.0,RFn,2,544,192,23,0,200000
70.0,7763,Reg,Inside,NAmes,1Story,5,1962,1980,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,504,319,931,TA,1283,0,1283,1,1,0,3,TA,6,0,Detchd,1980.0,Unf,2,506,0,0,0,140000
85.0,10182,IR1,CulDSac,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,Stone,420.0,Gd,Ex,Mn,GLQ,1220,440,1660,Ex,1660,0,1660,1,2,0,3,Gd,8,1,Attchd,2006.0,RFn,2,500,322,50,0,290000
70.0,11218,Reg,Inside,SawyerW,2Story,6,1992,1992,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,No,Unf,0,1055,1055,Ex,1055,790,1845,0,2,1,3,Gd,8,1,Attchd,1992.0,RFn,2,462,635,104,0,189000
152.0,12134,IR1,Inside,Gilbert,1.5Fin,8,1988,2005,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,Av,GLQ,427,132,559,Gd,1080,672,1752,0,2,0,4,TA,8,0,Basment,1988.0,RFn,2,492,325,12,0,164000
50.0,9340,Reg,Inside,Edwards,1Story,4,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,344,328,672,TA,672,0,672,1,1,0,2,TA,4,0,Attchd,1941.0,Unf,1,234,0,113,0,113000
,10246,IR1,CulDSac,Sawyer,SLvl,4,1965,2001,VinylSd,VinylSd,None,0.0,TA,TA,Av,GLQ,648,0,648,Ex,960,0,960,1,0,0,0,TA,3,0,Attchd,1965.0,Unf,1,364,88,0,0,145000
69.0,10205,IR1,Inside,NAmes,SFoyer,5,1962,1962,MetalSd,MetalSd,None,0.0,TA,TA,Av,BLQ,784,141,925,TA,999,0,999,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,1,300,150,72,0,134500
99.0,7094,IR1,Inside,Sawyer,1Story,5,1966,1966,VinylSd,VinylSd,None,0.0,TA,TA,No,Rec,180,340,894,TA,894,0,894,0,1,0,3,TA,5,0,Detchd,1966.0,RFn,1,384,0,0,0,125000
68.0,8930,Reg,Inside,Sawyer,1.5Fin,6,1978,1978,VinylSd,VinylSd,None,0.0,TA,,,,0,0,0,TA,1318,584,1902,0,2,0,4,TA,8,0,Attchd,1978.0,Unf,2,539,0,0,0,112000
72.0,8640,Reg,Inside,Somerst,1Story,8,2009,2009,CemntBd,CmentBd,Stone,72.0,Gd,Gd,Mn,GLQ,936,364,1300,Ex,1314,0,1314,1,2,0,3,Gd,6,0,Attchd,2009.0,RFn,2,552,135,112,0,229456
52.0,6240,Reg,Inside,BrkSide,1.5Fin,4,1947,1950,AsbShng,AsbShng,None,0.0,TA,,,,0,0,0,Gd,672,240,912,0,1,0,2,TA,3,0,,,,0,0,0,0,0,80500
21.0,1680,Reg,Inside,BrDale,2Story,6,1971,1971,CemntBd,CmentBd,BrkFace,236.0,TA,TA,No,Unf,0,672,672,TA,672,546,1218,0,1,1,3,TA,7,0,,,,0,0,201,0,0,91500
66.0,7800,IR1,Inside,NAmes,1Story,5,1964,1964,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,312,0,912,TA,912,0,912,0,1,0,2,TA,5,0,Attchd,1964.0,Unf,1,288,0,0,0,115000
55.0,8250,Reg,Inside,Sawyer,1Story,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,TA,No,BLQ,250,210,952,Ex,1211,0,1211,0,1,0,3,TA,5,1,Attchd,1968.0,Unf,1,322,0,63,0,134000
78.0,10496,Reg,Inside,NAmes,1.5Fin,6,1949,1950,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,Mn,Rec,196,844,1040,Ex,1168,678,1846,0,2,0,3,TA,7,1,Attchd,1949.0,Unf,1,315,0,0,0,143000
89.0,10680,Reg,Inside,NAmes,1Story,5,1951,1951,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,No,LwQ,756,1380,2136,TA,2136,0,2136,0,2,0,4,TA,7,0,Detchd,1951.0,Unf,2,528,0,30,0,137900
60.0,15384,IR1,Inside,Gilbert,2Story,7,2004,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,GLQ,724,64,788,Ex,788,702,1490,1,2,1,3,Gd,8,1,Attchd,2004.0,Fin,2,388,100,75,0,184000
65.0,10482,Reg,Inside,NAmes,SLvl,6,1958,1958,VinylSd,VinylSd,BrkFace,63.0,TA,TA,Av,GLQ,507,81,588,Ex,1138,0,1138,0,1,0,3,TA,6,0,Attchd,1958.0,RFn,1,264,224,0,0,145000
86.0,14598,IR1,CulDSac,Somerst,2Story,6,2007,2007,VinylSd,VinylSd,Stone,74.0,Gd,Gd,Mn,Unf,0,894,894,Ex,894,1039,1933,0,2,1,4,Gd,9,1,BuiltIn,2007.0,Fin,3,668,100,18,0,214000
72.0,8872,Reg,Corner,NAmes,1Story,5,1965,2008,VinylSd,VinylSd,BrkFace,300.0,TA,TA,No,ALQ,595,317,912,Ex,912,0,912,1,1,0,2,Gd,5,0,Detchd,1992.0,Unf,2,576,0,240,0,147000
65.0,8769,Reg,Corner,NridgHt,1Story,9,2008,2008,MetalSd,MetalSd,BrkFace,766.0,Ex,Ex,No,GLQ,1540,162,1702,Ex,1702,0,1702,1,1,1,1,Ex,7,1,Attchd,2008.0,Fin,3,1052,0,72,224,367294
70.0,7910,Reg,Inside,NAmes,SLvl,5,1960,1960,BrkFace,HdBoard,None,0.0,TA,TA,No,ALQ,666,409,1075,Gd,1507,0,1507,0,2,0,4,TA,7,0,Basment,1960.0,Unf,1,404,0,0,0,127000
,18890,IR1,Inside,Sawyer,1.5Fin,5,1977,1977,Plywood,Plywood,None,1.0,TA,Gd,No,GLQ,498,652,1361,Ex,1361,1259,2620,0,2,2,4,TA,12,1,BuiltIn,1977.0,RFn,2,600,155,24,0,190000
70.0,7728,Reg,Inside,NAmes,SLvl,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,Av,ALQ,803,303,1106,TA,1190,0,1190,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,2,540,0,18,0,132500
70.0,9842,Reg,FR2,NAmes,1Story,4,1962,1962,HdBoard,HdBoard,None,0.0,TA,,,,0,0,0,TA,1224,0,1224,0,2,0,2,TA,6,0,CarPort,1962.0,Unf,2,462,0,0,0,101800
,12160,IR1,Inside,NAmes,1Story,5,1959,1959,Plywood,Plywood,BrkFace,180.0,TA,TA,No,Rec,1000,188,1188,Fa,1188,0,1188,1,1,0,3,TA,6,0,Attchd,1959.0,RFn,2,531,0,0,0,142000
55.0,8525,Reg,Inside,SWISU,2Story,5,1911,1950,MetalSd,MetalSd,None,0.0,TA,TA,Av,Unf,0,940,940,TA,1024,940,1964,0,1,1,4,TA,7,0,,,,0,0,0,192,0,130000
96.0,13132,Reg,Inside,Crawfor,2Story,5,1914,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Mn,Unf,0,747,747,Gd,892,892,1784,0,1,1,4,TA,9,0,Detchd,1914.0,Unf,1,180,203,40,0,138887
36.0,2628,Reg,Inside,NridgHt,2Story,7,2003,2003,VinylSd,Wd Shng,Stone,106.0,Gd,Gd,No,Unf,0,764,764,Ex,764,862,1626,0,2,1,2,Gd,6,0,BuiltIn,2003.0,RFn,2,474,0,27,0,175500
41.0,12393,IR2,FR2,CollgCr,2Story,7,2004,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,847,847,Ex,847,1101,1948,0,2,1,4,Gd,8,1,BuiltIn,2004.0,Fin,2,434,100,48,0,195000
63.0,13072,Reg,Inside,SawyerW,1Story,6,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,1141,1141,Ex,1141,0,1141,0,1,1,3,TA,6,0,Detchd,2005.0,Unf,2,484,0,0,0,142500
64.0,9037,IR1,Inside,Timber,1Story,8,2006,2006,VinylSd,VinylSd,BrkFace,32.0,Gd,Gd,Av,GLQ,428,1048,1476,Ex,1484,0,1484,0,2,0,2,Ex,6,1,Attchd,2006.0,RFn,2,472,120,33,0,265900
65.0,8158,Reg,Inside,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,BrkFace,252.0,Gd,Gd,No,GLQ,550,334,884,Ex,884,884,1768,1,2,1,3,Gd,8,0,Attchd,2003.0,RFn,2,543,0,63,0,224900
83.0,9849,Reg,Inside,Somerst,1Story,7,2007,2007,VinylSd,VinylSd,Stone,0.0,Gd,Gd,Av,Unf,0,1689,1689,Ex,1689,0,1689,0,2,0,3,Gd,7,0,Attchd,2007.0,RFn,3,954,0,56,0,248328
85.0,10625,Reg,Inside,NWAmes,SFoyer,7,1974,1974,Plywood,Plywood,BrkFace,81.0,TA,Gd,Gd,GLQ,885,0,1053,TA,1173,0,1173,1,2,0,3,Gd,6,2,Attchd,1974.0,RFn,2,528,0,120,0,170000
107.0,13891,Reg,Inside,NridgHt,1Story,10,2006,2006,VinylSd,VinylSd,None,0.0,Ex,Ex,Gd,GLQ,1386,690,2076,Ex,2076,0,2076,1,2,1,2,Ex,7,1,Attchd,2006.0,Fin,3,850,216,229,0,465000
,11435,IR1,Corner,Crawfor,2Story,8,1929,1950,BrkFace,Stucco,None,0.0,TA,Gd,No,Unf,0,792,792,Fa,792,725,1517,0,1,0,3,Gd,7,2,Detchd,1931.0,Unf,2,400,0,0,0,230000
78.0,12090,Reg,Inside,NWAmes,SLvl,6,1984,2003,VinylSd,VinylSd,BrkFace,74.0,TA,Gd,No,Unf,0,585,585,Ex,1140,728,1868,0,3,1,3,TA,7,1,BuiltIn,1984.0,Fin,2,477,268,112,147,178000
65.0,8125,Reg,Inside,Somerst,2Story,7,2005,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,756,756,Ex,756,797,1553,0,2,1,3,Gd,6,0,Attchd,2005.0,RFn,2,615,0,45,0,186500
,12328,IR1,Inside,Mitchel,SLvl,6,1976,1976,HdBoard,HdBoard,BrkFace,335.0,TA,TA,Av,GLQ,539,473,1012,TA,1034,0,1034,1,1,0,3,TA,6,0,Attchd,1976.0,Unf,3,888,0,0,0,169900
60.0,9600,Reg,Inside,OldTown,2.5Unf,6,1917,1950,AsbShng,AsbShng,None,0.0,TA,Gd,No,Rec,319,416,735,Fa,1134,924,2058,0,1,1,3,TA,8,1,Detchd,1950.0,Unf,2,396,0,0,0,129500
60.0,7200,Reg,Inside,NAmes,1Story,5,1950,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,BLQ,534,246,876,TA,988,0,988,0,1,0,3,TA,6,0,Attchd,1950.0,Unf,1,276,0,80,0,119000
93.0,11160,Reg,Corner,NAmes,1Story,7,1968,1968,BrkFace,BrkFace,None,0.0,Gd,TA,No,ALQ,1065,1045,2110,Ex,2110,0,2110,1,2,1,3,Ex,8,2,Attchd,1968.0,Fin,2,522,0,0,0,244000
,3136,IR1,Corner,NridgHt,1Story,7,2003,2003,VinylSd,Wd Shng,Stone,163.0,Gd,Gd,No,Unf,0,1405,1405,Ex,1405,0,1405,0,2,0,2,Gd,6,1,Attchd,2003.0,RFn,2,478,148,36,0,171750
62.0,9858,Reg,Inside,Mitchel,1Story,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,TA,No,BLQ,510,354,864,TA,874,0,874,1,1,0,3,TA,5,0,Attchd,1968.0,RFn,1,288,33,0,0,130000
,17542,IR1,Inside,Veenker,2Story,7,1974,2003,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Gd,LwQ,125,36,1192,TA,1516,651,2167,1,2,1,3,Gd,9,2,Attchd,1974.0,RFn,2,518,220,47,0,294000
60.0,6931,Reg,Inside,Edwards,2Story,7,2003,2004,VinylSd,VinylSd,Stone,92.0,Gd,Gd,No,Unf,0,746,746,Ex,760,896,1656,0,2,1,3,Gd,7,1,BuiltIn,2003.0,Fin,2,397,178,128,0,165400
52.0,6240,Reg,Inside,BrkSide,1.5Fin,6,1931,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,LwQ,425,459,884,TA,959,408,1367,0,1,0,3,TA,6,1,Detchd,1978.0,Unf,1,560,0,0,120,127500
91.0,14303,IR1,Corner,NoRidge,1Story,8,1994,1994,HdBoard,HdBoard,BrkFace,554.0,Gd,Gd,Gd,GLQ,1314,672,1986,Ex,1987,0,1987,1,2,0,2,Gd,7,1,Attchd,1994.0,Fin,2,691,262,36,0,301500
56.0,4060,Reg,Corner,Edwards,1Story,5,1922,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,No,Unf,0,864,864,Ex,864,0,864,0,1,0,2,TA,4,0,,,,0,0,0,96,0,99900
59.0,9587,IR1,Inside,Gilbert,SLvl,7,2005,2005,VinylSd,VinylSd,Stone,182.0,Gd,Gd,Gd,GLQ,655,201,856,Ex,1166,0,1166,1,2,0,2,Gd,5,0,Attchd,2005.0,Fin,2,400,212,0,0,190000
65.0,9750,Reg,FR2,NAmes,1Story,6,1969,1969,HdBoard,HdBoard,None,0.0,TA,Gd,No,ALQ,602,14,1054,Gd,1054,0,1054,1,1,1,3,TA,6,0,Attchd,1969.0,Unf,2,460,180,0,80,151000
,24682,IR3,CulDSac,Gilbert,2Story,6,1999,1999,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,841,841,Ex,892,783,1675,0,2,1,3,TA,7,1,BuiltIn,1999.0,Fin,2,502,0,103,0,181000
80.0,9600,Reg,Inside,NAmes,1Story,5,1956,1956,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,504,546,1050,Gd,1050,0,1050,0,1,0,2,TA,5,0,Attchd,1956.0,Unf,1,338,0,0,0,128900
,11250,Reg,Inside,ClearCr,1.5Fin,4,1957,1989,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Av,Unf,0,1104,1104,Ex,1104,684,1788,1,1,0,5,TA,8,2,Attchd,1957.0,Unf,1,304,120,0,0,161500
60.0,13515,Reg,Inside,BrkSide,2Story,6,1919,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,764,764,Ex,1060,764,1824,0,1,0,3,TA,8,1,Detchd,1940.0,Unf,2,520,0,0,0,180500
34.0,4060,Reg,Inside,NAmes,1Story,6,1998,1999,MetalSd,MetalSd,None,0.0,Gd,Gd,No,GLQ,266,1139,1405,Ex,1337,0,1337,1,2,0,2,Gd,5,0,Attchd,1998.0,Fin,2,511,144,68,0,181000
35.0,3735,Reg,FR3,Somerst,2Story,7,1999,1999,MetalSd,MetalSd,BrkFace,218.0,Gd,Gd,No,GLQ,450,241,691,Ex,713,739,1452,1,2,1,3,Gd,6,0,Detchd,1999.0,Unf,2,506,0,34,0,183900
60.0,10120,IR1,Inside,OldTown,2.5Unf,7,1910,1950,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,No,Unf,0,925,925,TA,964,925,1889,0,1,1,4,TA,9,1,Detchd,1960.0,Unf,1,308,0,0,0,122000
89.0,13214,IR1,Inside,Timber,1Story,9,2008,2009,Stucco,CmentBd,None,0.0,Ex,Ex,Gd,Unf,0,2002,2002,Ex,2018,0,2018,0,2,0,3,Ex,10,1,Attchd,2009.0,Fin,3,746,144,76,0,378500
